Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Price / International,Compare At Price / International,Status
the-must-have-summer-set-for-her,,,,,,"niche:bundle-role:bundle, niche:bundle:the-must-have-summer-set-for-her",,,100 ml,,55ml,,100 ml,,0,,0,deny,manual,3204.00,3790.00,TRUE,TRUE,,,6,,,,,,,,,,,,,,,,,,,,,,,,active
the-must-have-summer-set-for-her,,,,,,"niche:bundle-role:bundle, niche:bundle:the-must-have-summer-set-for-her",,,100 ml,,100 ml,,55ml,,0,,0,deny,manual,3204.00,3790.00,TRUE,TRUE,,,7,,,,,,,,,,,,,,,,,,,,,,,,active
the-must-have-summer-set-for-her,,,,,,"niche:bundle-role:bundle, niche:bundle:the-must-have-summer-set-for-her",,,55ml,,100 ml,,100 ml,,0,,0,deny,manual,2782.00,3290.00,TRUE,TRUE,,,4,,,,,,,,,,,,,,,,,,,,,,,,active
the-must-have-summer-set-for-her,,,,,,"niche:bundle-role:bundle, niche:bundle:the-must-have-summer-set-for-her",,,55ml,,55ml,,100 ml,,0,,0,deny,manual,2731.00,3230.00,TRUE,TRUE,,,2,,,,,,,,,,,,,,,,,,,,,,,,active
the-must-have-summer-set-for-her,,,,,,"niche:bundle-role:bundle, niche:bundle:the-must-have-summer-set-for-her",,,55ml,,100 ml,,55ml,,0,,0,deny,manual,2731.00,3230.00,TRUE,TRUE,,,3,,,,,,,,,,,,,,,,,,,,,,,,active
the-must-have-summer-set-for-her,,,,,,"niche:bundle-role:bundle, niche:bundle:the-must-have-summer-set-for-her",,,100 ml,,55ml,,55ml,,0,,0,deny,manual,2731.00,3230.00,TRUE,TRUE,,,5,,,,,,,,,,,,,,,,,,,,,,,,active
the-must-have-summer-set-for-her,,,,,,"niche:bundle-role:bundle, niche:bundle:the-must-have-summer-set-for-her",,,55ml,,55ml,,55ml,,0,,0,deny,manual,2257.00,2670.00,TRUE,TRUE,,,1,,,,,,,,,,,,,,,,,,,,,,,,active
the-must-have-summer-set-for-him,Summer Must-Haves — Fragrance Set for Him,"<p class=""isSelectedEnd""><span>The Must Have Summer Set For Him ☀️🍍🌊🔥</span></p>
<p class=""isSelectedEnd""><span>Meet the ultimate summer trio for the man who wants to smell fresh, vibrant, and unforgettable from day to night. Carefully curated to capture every side of summer, this set brings together sparkling citrus freshness, exotic tropical fruits, and addictive fruity sophistication.</span></p>
<p class=""isSelectedEnd""><span>Included in this set:</span></p>
<p class=""isSelectedEnd""><span>🌊 Brume Azur</span><br><span>Inspired by Louis Vuitton's Pacific Chill</span><br><span>An uplifting burst of citrus, mint, and aromatic herbs that feels like a cool ocean breeze on a sun-soaked day. Fresh, clean, and effortlessly sophisticated.</span></p>
<p class=""isSelectedEnd""><span>🔥 Flesh &amp; Flame</span><br><span>Inspired by Stéphane Humbert Lucas's God Of Fire</span><br><span>A captivating explosion of juicy tropical mango and vibrant fruits wrapped in warm sensuality. Exotic, energetic, and impossible to ignore.</span></p>
<p class=""isSelectedEnd""><span>🍍 Pineapple Express</span><br><span>Inspired by Xerjoff's Accento</span><br><span>A refined blend of sparkling pineapple, bright fruits, and soft musky undertones that strikes the perfect balance between elegance and playfulness.</span></p>
<p class=""isSelectedEnd""><span>Why You'll Love This Set:</span><br><span>✓ Covers every summer occasion, from beach days to evening outings</span><br><span>✓ Features some of the most sought-after niche-inspired fragrances</span><br><span>✓ Fresh, fruity, and compliment-worthy scents with exceptional character</span><br><span>✓ Perfect for discovering your next signature summer fragrance</span></p>
<p><span>If there is one fragrance set every man should own this summer, this is it.</span></p>",Niche Essences,,Eau De Parfum,"bundle, Niche Essences, Niche Perfumes, niche:bundle-role:bundle, niche:bundle:the-must-have-summer-set-for-him",TRUE,PINEAPPLE EXPRESS by Niche Eau de parfum (Inspired by Xerjoff's Accento) (Size),100 ml,BRUME AZUR by Niche Eau de Parfum (Inspired by LV's Pacific Chill) (Size),100 ml,Flesh & Flame by Niche Eau de Parfum (Inspired by Stephane Humbert Lucas's God Of Fire) (Size),100 ml,,0,,0,deny,manual,3678.00,4350.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0886/2007/3282/files/must-have-men-png.png?v=1781429480,8,,,,,,,,,,,,,,,,,,,,,,,,active
the-must-have-summer-set-for-him,,,,,,"niche:bundle-role:bundle, niche:bundle:the-must-have-summer-set-for-him",,,55ml,,100 ml,,100 ml,,0,,0,deny,manual,3204.00,3790.00,TRUE,TRUE,,,4,,,,,,,,,,,,,,,,,,,,,,,,active
the-must-have-summer-set-for-him,,,,,,"niche:bundle-role:bundle, niche:bundle:the-must-have-summer-set-for-him",,,100 ml,,55 ml,,100 ml,,0,,0,deny,manual,3204.00,3790.00,TRUE,TRUE,,,6,,,,,,,,,,,,,,,,,,,,,,,,active
the-must-have-summer-set-for-him,,,,,,"niche:bundle-role:bundle, niche:bundle:the-must-have-summer-set-for-him",,,100 ml,,100 ml,,55 ml,,0,,0,deny,manual,3204.00,3790.00,TRUE,TRUE,,,7,,,,,,,,,,,,,,,,,,,,,,,,active
the-must-have-summer-set-for-him,,,,,,"niche:bundle-role:bundle, niche:bundle:the-must-have-summer-set-for-him",,,55ml,,55 ml,,100 ml,,0,,0,deny,manual,2731.00,3230.00,TRUE,TRUE,,,2,,,,,,,,,,,,,,,,,,,,,,,,active
the-must-have-summer-set-for-him,,,,,,"niche:bundle-role:bundle, niche:bundle:the-must-have-summer-set-for-him",,,55ml,,100 ml,,55 ml,,0,,0,deny,manual,2731.00,3230.00,TRUE,TRUE,,,3,,,,,,,,,,,,,,,,,,,,,,,,active
the-must-have-summer-set-for-him,,,,,,"niche:bundle-role:bundle, niche:bundle:the-must-have-summer-set-for-him",,,100 ml,,55 ml,,55 ml,,0,,0,deny,manual,2731.00,3230.00,TRUE,TRUE,,,5,,,,,,,,,,,,,,,,,,,,,,,,active
the-must-have-summer-set-for-him,,,,,,"niche:bundle-role:bundle, niche:bundle:the-must-have-summer-set-for-him",,,55ml,,55 ml,,55 ml,,0,,0,deny,manual,2257.00,2670.00,TRUE,TRUE,,,1,,,,,,,,,,,,,,,,,,,,,,,,active
the-summer-longevity-trio-set-for-him,Summer Longevity — Fragrance Trio for Him,"<div class=""qMYqUG_convSearchResultHighlightRoot"">
<div class="""" data-turn-id-container=""request-WEB:3e5077b8-3faa-41cb-ac33-6ad7b69033d7-11"" data-is-intersecting=""true"">
<div class=""relative w-full overflow-visible"">
<section class=""text-token-text-primary w-full focus:outline-none has-data-writing-block:pointer-events-none [&amp;:has([data-writing-block])&gt;*]:pointer-events-auto R6Vx5W_threadScrollVars scroll-mb-[calc(var(--scroll-root-safe-area-inset-bottom,0px)+var(--thread-response-height))] scroll-mt-[calc(var(--header-height)+min(200px,max(70px,20svh)))]"" dir=""auto"" data-turn-id=""request-WEB:3e5077b8-3faa-41cb-ac33-6ad7b69033d7-11"" data-turn-id-container=""request-WEB:3e5077b8-3faa-41cb-ac33-6ad7b69033d7-11"" data-testid=""conversation-turn-24"" data-scroll-anchor=""false"" data-turn=""assistant"">
<div class=""text-base my-auto mx-auto pb-10 [--thread-content-margin:var(--thread-content-margin-xs,calc(var(--spacing)*4))] @w-sm/main:[--thread-content-margin:var(--thread-content-margin-sm,calc(var(--spacing)*6))] @w-lg/main:[--thread-content-margin:var(--thread-content-margin-lg,calc(var(--spacing)*16))] px-(--thread-content-margin)"">
<div class=""[--thread-content-max-width:40rem] @w-lg/main:[--thread-content-max-width:48rem] mx-auto max-w-(--thread-content-max-width) flex-1 group/turn-messages focus-visible:outline-hidden relative flex w-full min-w-0 flex-col agent-turn"">
<div class=""flex max-w-full flex-col gap-4 grow"">
<div data-message-author-role=""assistant"" data-message-id=""39fa585b-adaa-4d1a-8806-77716ab7b401"" dir=""auto"" data-message-model-slug=""gpt-5-5"" class=""min-h-8 text-message relative flex w-full flex-col items-end gap-2 text-start break-words whitespace-normal outline-none keyboard-focused:focus-ring [.text-message+&amp;]:mt-1"" data-turn-start-message=""true"" tabindex=""0"">
<div class=""flex w-full flex-col gap-1 empty:hidden"">
<div class=""markdown prose dark:prose-invert wrap-break-word w-full light markdown-new-styling"">
<h3 data-section-id=""1l4pbgm"" data-start=""0"" data-end=""41"">The Summer Longevity TRIO Set For Him</h3>
<p data-start=""43"" data-end=""228"">Fresh power with lasting impact.<br data-start=""75"" data-end=""78"">The Summer Longevity TRIO Set For Him is built for men who want clean, luxurious summer fragrances with serious staying power and nonstop compliments.</p>
<p data-start=""230"" data-end=""398"">This high-performance trio combines vibrant freshness, fruity sophistication, and masculine depth to keep you smelling sharp, confident, and unforgettable all day long.</p>
<p data-start=""400"" data-end=""415"">Inside the set:</p>
<p data-start=""417"" data-end=""577"">• <strong data-start=""419"" data-end=""440"">Pineapple Express</strong> — inspired by Xerjoff’s Accento<br data-start=""472"" data-end=""475"">A smooth fruity-musky fragrance blending juicy pineapple with elegant sweetness and refined freshness.</p>
<p data-start=""579"" data-end=""767"">• <strong data-start=""581"" data-end=""597"">Argento Vivo</strong> — inspired by Xerjoff’s Torino 24<br data-start=""631"" data-end=""634"">An energetic fresh scent with a modern sporty edge, combining citrus brightness with clean sophistication and impressive performance.</p>
<p data-start=""769"" data-end=""924"">• <strong data-start=""771"" data-end=""781"">Magnum</strong> — inspired by Creed’s Aventus<br data-start=""811"" data-end=""814"">A legendary masculine DNA known for its smoky pineapple signature, confidence, and powerful compliment factor.</p>
<p data-start=""926"" data-end=""940"">✨ Perfect for:</p>
<ul data-start=""941"" data-end=""1089"">
<li data-section-id=""1mfr67s"" data-start=""941"" data-end=""971"">Summer outings &amp; vacations</li>
<li data-section-id=""ypm7nb"" data-start=""972"" data-end=""996"">Everyday luxury wear</li>
<li data-section-id=""1hcrzof"" data-start=""997"" data-end=""1045"">Men who want freshness with strong longevity</li>
<li data-section-id=""13dqpr3"" data-start=""1046"" data-end=""1089"">Compliment-heavy signature scent rotation</li>
</ul>
<p data-start=""1091"" data-end=""1186"" data-is-last-node="""" data-is-only-node="""">Fresh doesn’t have to be weak — this trio proves summer fragrances can still dominate the room.</p>
</div>
</div>
</div>
</div>
<div class=""z-0 flex min-h-[46px] justify-start""><br></div>
<div class=""mt-3 w-full empty:hidden"">
<div class=""text-center""><br></div>
</div>
</div>
</div>
</section>
<div class=""contents""><br></div>
</div>
</div>
</div>",Niche Essences,,Eau De Parfum,"bundle, Niche Essences, Niche Perfumes, niche:bundle-role:bundle, niche:bundle:the-summer-longevity-trio-set-for-him",TRUE,PINEAPPLE EXPRESS by Niche Eau de parfum (Inspired by Xerjoff's Accento) (Size),100 ml,ARGENTO VIVO by Niche Eau de Parfum (Inspired by Xerjoff's Torino 24) (Size),100 ml,MAGNUM by Niche Eau de Parfum (Inspired by Creed's Aventus) (Size),100 ml,,0,,0,deny,manual,3678.00,4350.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0886/2007/3282/files/summer-base-trio-him.png?v=1779262914,6,,,,,,,,,,,,,,,,,,,,,,,,active
the-summer-longevity-trio-set-for-him,,,,,,"niche:bundle-role:bundle, niche:bundle:the-summer-longevity-trio-set-for-him",,,55ml,,100 ml,,100 ml,,0,,0,deny,manual,3204.00,3790.00,TRUE,TRUE,,,2,,,,,,,,,,,,,,,,,,,,,,,,active
the-summer-longevity-trio-set-for-him,,,,,,"niche:bundle-role:bundle, niche:bundle:the-summer-longevity-trio-set-for-him",,,100 ml,,100 ml,,55ml,,0,,0,deny,manual,3204.00,3790.00,TRUE,TRUE,,,5,,,,,,,,,,,,,,,,,,,,,,,,active
the-summer-longevity-trio-set-for-him,,,,,,"niche:bundle-role:bundle, niche:bundle:the-summer-longevity-trio-set-for-him",,,100 ml,,55 ml,,100 ml,,0,,0,deny,manual,3204.00,3790.00,TRUE,TRUE,,,8,,,,,,,,,,,,,,,,,,,,,,,,active
the-summer-longevity-trio-set-for-him,,,,,,"niche:bundle-role:bundle, niche:bundle:the-summer-longevity-trio-set-for-him",,,55ml,,100 ml,,55ml,,0,,0,deny,manual,2731.00,3230.00,TRUE,TRUE,,,1,,,,,,,,,,,,,,,,,,,,,,,,active
the-summer-longevity-trio-set-for-him,,,,,,"niche:bundle-role:bundle, niche:bundle:the-summer-longevity-trio-set-for-him",,,55ml,,55 ml,,100 ml,,0,,0,deny,manual,2731.00,3230.00,TRUE,TRUE,,,4,,,,,,,,,,,,,,,,,,,,,,,,active
the-summer-longevity-trio-set-for-him,,,,,,"niche:bundle-role:bundle, niche:bundle:the-summer-longevity-trio-set-for-him",,,100 ml,,55 ml,,55ml,,0,,0,deny,manual,2731.00,3230.00,TRUE,TRUE,,,7,,,,,,,,,,,,,,,,,,,,,,,,active
the-summer-longevity-trio-set-for-him,,,,,,"niche:bundle-role:bundle, niche:bundle:the-summer-longevity-trio-set-for-him",,,55ml,,55 ml,,55ml,,0,,0,deny,manual,2257.00,2670.00,TRUE,TRUE,,,3,,,,,,,,,,,,,,,,,,,,,,,,active
the-summer-longevity-trio-set-for-her,Summer Longevity — Fragrance Trio for Her,"<h3 data-section-id=""1l4pbdh"" data-start=""0"" data-end=""41"">The Summer Longevity TRIO Set For Her</h3>
<p data-start=""43"" data-end=""220"">Long-lasting. Feminine. Summer-ready.<br data-start=""80"" data-end=""83"">The Summer Longevity TRIO Set For Her is curated for women who want fresh, sweet, tropical fragrances that don’t disappear after an hour.</p>
<p data-start=""222"" data-end=""414"">This powerful summer trio combines fruity brightness, creamy tropical sweetness, and addictive musky depth to deliver outstanding longevity and an unforgettable scent trail throughout the day.</p>
<p data-start=""416"" data-end=""431"">Inside the set:</p>
<p data-start=""433"" data-end=""620"">• <strong data-start=""435"" data-end=""452"">Litchi Absolu</strong> — inspired by Kayali’s Sparkling Lychee<br data-start=""492"" data-end=""495"">A sparkling fruity-floral fragrance with juicy lychee sweetness and vibrant feminine energy that feels playful yet luxurious.</p>
<p data-start=""622"" data-end=""789"">• <strong data-start=""624"" data-end=""638"">Pure Bliss</strong> — inspired by Xerjoff’s Erba Pura<br data-start=""672"" data-end=""675"">An iconic fruity musk known for its addictive sweetness, powerful projection, and exceptional lasting performance.</p>
<p data-start=""791"" data-end=""969"">• <strong data-start=""793"" data-end=""803"">Malibu</strong> — inspired by Mancera’s Coco Vanille<br data-start=""840"" data-end=""843"">A creamy tropical blend of coconut, vanilla, and soft white florals that smells like an expensive summer vacation in a bottle.</p>
<p data-start=""971"" data-end=""985"">✨ Perfect for:</p>
<ul data-start=""986"" data-end=""1138"">
<li data-section-id=""163yewl"" data-start=""986"" data-end=""1015"">Long summer days &amp; nights</li>
<li data-section-id=""1co5jj8"" data-start=""1016"" data-end=""1045"">Vacations &amp; beach outings</li>
<li data-section-id=""xiqosd"" data-start=""1046"" data-end=""1093"">Women who prioritize longevity &amp; projection</li>
<li data-section-id=""d078ld"" data-start=""1094"" data-end=""1138"">Lovers of sweet fruity tropical fragrances</li>
</ul>
<p data-start=""1140"" data-end=""1224"" data-is-last-node="""" data-is-only-node="""">Smell fresh, feminine, and unforgettable from daytime outings to late summer nights.</p>",Niche Essences,,Eau De Parfum,"Niche Essences, Niche Perfumes, niche:bundle-role:bundle, niche:bundle:the-summer-longevity-trio-set-for-her",TRUE,MALIBU by Niche Eau de Parfum (Inspired by Mancera's Coco Vanille) (Size),100 ml,LITCHI ABSOLU by Niche Eau de Parfum (Inspired by Kayali's Eden Sparkling Lychee) (Size),100 ml,PURE BLISS by Niche Eau de Parfum (Inspired by Xerjoff's ERBA PURA) (size),100 ml,,0,,0,deny,manual,3678.00,4350.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0886/2007/3282/files/summer-base-trio-her.png?v=1779262432,8,,,,,,,,,,,,,,,,,,,,,,,,active
the-summer-longevity-trio-set-for-her,,,,,,"niche:bundle-role:bundle, niche:bundle:the-summer-longevity-trio-set-for-her",,,55ml,,100 ml,,100 ml,,0,,0,deny,manual,3204.00,3790.00,TRUE,TRUE,,,4,,,,,,,,,,,,,,,,,,,,,,,,active
the-summer-longevity-trio-set-for-her,,,,,,"niche:bundle-role:bundle, niche:bundle:the-summer-longevity-trio-set-for-her",,,100 ml,,55ml,,100 ml,,0,,0,deny,manual,3204.00,3790.00,TRUE,TRUE,,,6,,,,,,,,,,,,,,,,,,,,,,,,active
the-summer-longevity-trio-set-for-her,,,,,,"niche:bundle-role:bundle, niche:bundle:the-summer-longevity-trio-set-for-her",,,100 ml,,100 ml,,55ml,,0,,0,deny,manual,3204.00,3790.00,TRUE,TRUE,,,7,,,,,,,,,,,,,,,,,,,,,,,,active
the-summer-longevity-trio-set-for-her,,,,,,"niche:bundle-role:bundle, niche:bundle:the-summer-longevity-trio-set-for-her",,,55ml,,55ml,,100 ml,,0,,0,deny,manual,2731.00,3230.00,TRUE,TRUE,,,2,,,,,,,,,,,,,,,,,,,,,,,,active
the-summer-longevity-trio-set-for-her,,,,,,"niche:bundle-role:bundle, niche:bundle:the-summer-longevity-trio-set-for-her",,,55ml,,100 ml,,55ml,,0,,0,deny,manual,2731.00,3230.00,TRUE,TRUE,,,3,,,,,,,,,,,,,,,,,,,,,,,,active
the-summer-longevity-trio-set-for-her,,,,,,"niche:bundle-role:bundle, niche:bundle:the-summer-longevity-trio-set-for-her",,,100 ml,,55ml,,55ml,,0,,0,deny,manual,2731.00,3230.00,TRUE,TRUE,,,5,,,,,,,,,,,,,,,,,,,,,,,,active
the-summer-longevity-trio-set-for-her,,,,,,"niche:bundle-role:bundle, niche:bundle:the-summer-longevity-trio-set-for-her",,,55ml,,55ml,,55ml,,0,,0,deny,manual,2257.00,2670.00,TRUE,TRUE,,,1,,,,,,,,,,,,,,,,,,,,,,,,active
the-fresh-fruity-set-for-her,Fresh & Fruity — Fragrance Set for Her,"<div class=""qMYqUG_convSearchResultHighlightRoot"">
<div class="""" data-turn-id-container=""request-WEB:3e5077b8-3faa-41cb-ac33-6ad7b69033d7-9"" data-is-intersecting=""true"">
<div class=""relative w-full overflow-visible"">
<section class=""text-token-text-primary w-full focus:outline-none has-data-writing-block:pointer-events-none [&amp;:has([data-writing-block])&gt;*]:pointer-events-auto R6Vx5W_threadScrollVars scroll-mb-[calc(var(--scroll-root-safe-area-inset-bottom,0px)+var(--thread-response-height))] scroll-mt-[calc(var(--header-height)+min(200px,max(70px,20svh)))]"" dir=""auto"" data-turn-id=""request-WEB:3e5077b8-3faa-41cb-ac33-6ad7b69033d7-9"" data-turn-id-container=""request-WEB:3e5077b8-3faa-41cb-ac33-6ad7b69033d7-9"" data-testid=""conversation-turn-20"" data-scroll-anchor=""false"" data-turn=""assistant"">
<div class=""text-base my-auto mx-auto pb-10 [--thread-content-margin:var(--thread-content-margin-xs,calc(var(--spacing)*4))] @w-sm/main:[--thread-content-margin:var(--thread-content-margin-sm,calc(var(--spacing)*6))] @w-lg/main:[--thread-content-margin:var(--thread-content-margin-lg,calc(var(--spacing)*16))] px-(--thread-content-margin)"">
<div class=""[--thread-content-max-width:40rem] @w-lg/main:[--thread-content-max-width:48rem] mx-auto max-w-(--thread-content-max-width) flex-1 group/turn-messages focus-visible:outline-hidden relative flex w-full min-w-0 flex-col agent-turn"">
<div class=""flex max-w-full flex-col gap-4 grow"">
<div data-message-author-role=""assistant"" data-message-id=""fc870c8c-0339-46f1-98bb-50eaa585b796"" dir=""auto"" data-message-model-slug=""gpt-5-5"" class=""min-h-8 text-message relative flex w-full flex-col items-end gap-2 text-start break-words whitespace-normal outline-none keyboard-focused:focus-ring [.text-message+&amp;]:mt-1"" data-turn-start-message=""true"" tabindex=""0"">
<div class=""flex w-full flex-col gap-1 empty:hidden"">
<div class=""markdown prose dark:prose-invert wrap-break-word w-full light markdown-new-styling"">
<h3 data-section-id=""hol5c"" data-start=""0"" data-end=""34"">The Fresh &amp; Fruity Set For Her</h3>
<p data-start=""36"" data-end=""204"">Juicy, playful, and effortlessly feminine.<br data-start=""78"" data-end=""81"">The Fresh &amp; Fruity Set For Her is made for women who love vibrant scents that feel youthful, addictive, and full of energy.</p>
<p data-start=""206"" data-end=""410"">This deliciously fruity trio blends sparkling sweetness, juicy fruits, and soft sensual undertones to create the perfect fragrance collection for sunny days, casual outings, and compliment-filled moments.</p>
<p data-start=""412"" data-end=""427"">Inside the set:</p>
<p data-start=""429"" data-end=""590"">• <strong data-start=""431"" data-end=""450"">Forbidden Fruit</strong> — inspired by Kayali’s Eden Juicy Apple<br data-start=""490"" data-end=""493"">A mouthwatering fruity fragrance bursting with crisp apple sweetness and playful feminine energy.</p>
<p data-start=""592"" data-end=""764"">• <strong data-start=""594"" data-end=""611"">Litchi Absolu</strong> — inspired by Kayali’s Sparkling Lychee<br data-start=""651"" data-end=""654"">A sparkling fruity-floral scent blending juicy lychee with soft sweetness for a bright and cheerful signature.</p>
<p data-start=""766"" data-end=""945"">• <strong data-start=""768"" data-end=""782"">Pure Bliss</strong> — inspired by Xerjoff’s Erba Pura<br data-start=""816"" data-end=""819"">An ultra-addictive fruity musk with luxurious sweetness and exceptional presence that feels clean, vibrant, and unforgettable.</p>
<p data-start=""947"" data-end=""961"">✨ Perfect for:</p>
<ul data-start=""962"" data-end=""1099"">
<li data-section-id=""h9xy4o"" data-start=""962"" data-end=""979"">Everyday wear</li>
<li data-section-id=""1mfr67s"" data-start=""980"" data-end=""1010"">Summer outings &amp; vacations</li>
<li data-section-id=""27m051"" data-start=""1011"" data-end=""1038"">Fruity fragrance lovers</li>
<li data-section-id=""14v8q7m"" data-start=""1039"" data-end=""1099"">Women who love sweet, fresh, and compliment-getting scents</li>
</ul>
<p data-start=""1101"" data-end=""1192"" data-is-last-node="""" data-is-only-node="""">Fresh, juicy, and impossible not to love — this set is pure happy energy in fragrance form.</p>
</div>
</div>
</div>
</div>
<div class=""z-0 flex min-h-[46px] justify-start""><br></div>
<div class=""mt-3 w-full empty:hidden"">
<div class=""text-center""><br></div>
</div>
</div>
</div>
</section>
<div class=""contents""><br></div>
</div>
</div>
</div>",Niche Essences,,Eau De Parfum,"Niche Essences, Niche Perfumes, niche:bundle-role:bundle, niche:bundle:the-fresh-fruity-set-for-her",TRUE,FORBIDDEN FRUIT by Niche Eau de Parfum (Inspired by Kayali's Eden Juicy Apple) (Size),100 ml,PURE BLISS by Niche Eau de Parfum (Inspired by Xerjoff's ERBA PURA) (size),100 ml,LITCHI ABSOLU by Niche Eau de Parfum (Inspired by Kayali's Eden Sparkling Lychee) (Size),100 ml,,0,,0,deny,manual,3678.00,4350.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0886/2007/3282/files/fresh-fruity_2.png?v=1779261424,8,,,,,,,,,,,,,,,,,,,,,,,,active
the-fresh-fruity-set-for-her,,,,,,"niche:bundle-role:bundle, niche:bundle:the-fresh-fruity-set-for-her",,,55ml,,100 ml,,100 ml,,0,,0,deny,manual,3204.00,3790.00,TRUE,TRUE,,,4,,,,,,,,,,,,,,,,,,,,,,,,active
the-fresh-fruity-set-for-her,,,,,,"niche:bundle-role:bundle, niche:bundle:the-fresh-fruity-set-for-her",,,100 ml,,55ml,,100 ml,,0,,0,deny,manual,3204.00,3790.00,TRUE,TRUE,,,6,,,,,,,,,,,,,,,,,,,,,,,,active
the-fresh-fruity-set-for-her,,,,,,"niche:bundle-role:bundle, niche:bundle:the-fresh-fruity-set-for-her",,,100 ml,,100 ml,,55ml,,0,,0,deny,manual,3204.00,3790.00,TRUE,TRUE,,,7,,,,,,,,,,,,,,,,,,,,,,,,active
the-fresh-fruity-set-for-her,,,,,,"niche:bundle-role:bundle, niche:bundle:the-fresh-fruity-set-for-her",,,55ml,,55ml,,100 ml,,0,,0,deny,manual,2731.00,3230.00,TRUE,TRUE,,,2,,,,,,,,,,,,,,,,,,,,,,,,active
the-fresh-fruity-set-for-her,,,,,,"niche:bundle-role:bundle, niche:bundle:the-fresh-fruity-set-for-her",,,55ml,,100 ml,,55ml,,0,,0,deny,manual,2731.00,3230.00,TRUE,TRUE,,,3,,,,,,,,,,,,,,,,,,,,,,,,active
the-fresh-fruity-set-for-her,,,,,,"niche:bundle-role:bundle, niche:bundle:the-fresh-fruity-set-for-her",,,100 ml,,55ml,,55ml,,0,,0,deny,manual,2731.00,3230.00,TRUE,TRUE,,,5,,,,,,,,,,,,,,,,,,,,,,,,active
the-fresh-fruity-set-for-her,,,,,,"niche:bundle-role:bundle, niche:bundle:the-fresh-fruity-set-for-her",,,55ml,,55ml,,55ml,,0,,0,deny,manual,2257.00,2670.00,TRUE,TRUE,,,1,,,,,,,,,,,,,,,,,,,,,,,,active
